DenunciaID;Fecha_Creacion;Comuna;Motivo_Denuncia;Rubro
13460;2019-09-20 14:55:22;2;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13461;2019-09-20 14:58:33;3;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13462;2019-09-20 15:05:34;2;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13464;2019-09-20 15:22:11;3;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13465;2019-09-20 15:22:45;3;Clausulas abusivas o no convenidas;MUEBLES
13466;2019-09-23 08:33:33;12;Falta de Entrega del bien;TELEFONIA Y REDES
13467;2019-09-23 08:48:10;1;Incumplimiento total de la prestacion del servicio  contratado;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
13469;2019-09-23 08:55:25;6;Falta de entrega del documento de venta del producto: factura, remito, ticket, etc.;ALIMENTOS Y BEBIDAS
13470;2019-09-23 08:57:34;11;Demora en la entrega del bien;MUEBLES
13472;2019-09-23 09:21:29;11;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
13473;2019-09-23 09:30:15;6;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13475;2019-09-23 09:47:42;11;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13476;2019-09-23 09:58:11;7;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
13478;2019-09-23 10:10:02;12;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13479;2019-09-23 10:27:14;1;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
13481;2019-09-23 10:36:24;6;Incumplimiento total de la prestacion del servicio  contratado;SALUD
13482;2019-09-23 10:38:50;14;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13483;2019-09-23 10:43:34;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13484;2019-09-23 10:52:10;1;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
13485;2019-09-23 11:06:35;11;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
13486;2019-09-23 11:10:14;13;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13487;2019-09-23 11:16:31;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13488;2019-09-23 11:16:38;14;Falta de Informacion;SALUD
13489;2019-09-23 11:19:06;9;Falta de Entrega del bien;MUEBLES
13490;2019-09-23 11:25:11;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13491;2019-09-23 11:26:38;7;Producto no funciona;TEXTIL, CALZADO Y MARROQUINERIA
13492;2019-09-23 11:59:14;13;Producto no funciona;ELECTRONICA
13493;2019-09-23 12:08:10;7;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13494;2019-09-23 12:09:46;12;Clausulas abusivas o no convenidas;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13495;2019-09-23 12:13:39;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13496;2019-09-23 12:18:31;6;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13497;2019-09-23 12:32:55;7;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13498;2019-09-23 13:04:32;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13499;2019-09-23 13:19:50;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13500;2019-09-23 13:25:28;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13502;2019-09-23 13:39:22;11;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13503;2019-09-23 13:39:38;13;Rechazo de la devolucion del bien;MUEBLES
13504;2019-09-23 14:09:48;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13506;2019-09-23 14:21:13;1;Debito de servicios no solicitados;SALUD
13507;2019-09-23 14:21:35;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13508;2019-09-23 14:31:05;6;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13509;2019-09-23 14:34:52;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13510;2019-09-23 14:44:21;11;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13511;2019-09-24 08:28:41;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13512;2019-09-24 08:31:46;1;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13513;2019-09-24 08:37:07;11;Producto no funciona;RELOJERIA, JOYERIA Y TABAQUERIA
13514;2019-09-24 08:53:55;9;Falta de Entrega del bien;TELEFONIA Y REDES
13517;2019-09-24 09:13:13;13;Falta de cumplimento garantia posventa;ELECTRONICA
13518;2019-09-24 09:22:40;2;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13520;2019-09-24 09:39:53;15;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13521;2019-09-24 09:41:46;13;Rechazo de la devolucion del bien;MUEBLES
13522;2019-09-24 09:56:26;15;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13523;2019-09-24 09:58:01;6;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
13524;2019-09-24 09:59:35;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13525;2019-09-24 10:00:53;3;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13526;2019-09-24 10:13:46;3;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13527;2019-09-24 10:16:42;12;Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Enganosa;ALIMENTOS Y BEBIDAS
13528;2019-09-24 10:17:46;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13530;2019-09-24 10:26:16;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13531;2019-09-24 10:31:27;3;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
13532;2019-09-24 10:35:06;13;Incumplimiento del servicio;COMPRA POR INTERNET
13534;2019-09-24 10:42:28;9;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13535;2019-09-24 10:58:55;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS PUBLICOS DOMICILIARIOS
13536;2019-09-24 11:07:38;1;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13537;2019-09-24 11:08:21;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13538;2019-09-24 11:26:50;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13539;2019-09-24 11:46:06;15;Clausulas abusivas o no convenidas;SEGURIDAD
13540;2019-09-24 11:49:55;3;Falta de Informacion;ALIMENTOS Y BEBIDAS
13541;2019-09-24 11:51:23;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13542;2019-09-24 11:59:06;12;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13543;2019-09-24 12:04:21;2;Falta de Entrega del bien;INFORMATICA
13544;2019-09-24 12:13:34;14;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13545;2019-09-24 12:21:52;3;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13546;2019-09-24 12:53:47;13;Incumplimiento del servicio;COMPRA POR INTERNET
13547;2019-09-24 13:01:33;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13548;2019-09-24 13:18:27;3;Incumplimiento del servicio;COMPRA POR INTERNET
13549;2019-09-24 13:27:05;11;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13550;2019-09-24 13:31:08;14;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13551;2019-09-24 13:36:55;1;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13552;2019-09-24 13:46:57;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13553;2019-09-24 13:53:42;14;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13554;2019-09-24 13:55:45;15;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13555;2019-09-24 13:58:34;6;Falta de Entrega del bien;TELEFONIA Y REDES
13556;2019-09-24 14:02:41;3;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13557;2019-09-24 14:05:00;3;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13558;2019-09-24 14:06:38;14;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13559;2019-09-24 14:18:07;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13560;2019-09-24 14:21:31;12;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13562;2019-09-24 15:00:52;1;Producto no funciona;TELEFONIA Y REDES
13563;2019-09-25 08:29:43;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13564;2019-09-25 08:31:09;11;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13565;2019-09-25 08:33:56;6;Clausulas abusivas o no convenidas;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13566;2019-09-25 08:39:09;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13567;2019-09-25 09:00:56;4;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;Servicios turisticos hoteles, hosterias, albergues, etc.
13568;2019-09-25 09:03:51;12;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13569;2019-09-25 09:14:39;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13570;2019-09-25 09:16:22;1;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13571;2019-09-25 09:24:23;13;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13573;2019-09-25 09:31:47;12;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13574;2019-09-25 09:42:19;2;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13575;2019-09-25 09:48:56;12;Producto no funciona;INFORMATICA
13576;2019-09-25 09:52:03;14;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13578;2019-09-25 10:05:03;1;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13579;2019-09-25 10:06:23;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13580;2019-09-25 10:12:56;12;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13581;2019-09-25 10:17:16;7;Demora en la entrega del bien;RODADOS, AUTOMOTORES Y EMBARCACIONES
13582;2019-09-25 10:18:27;14;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13583;2019-09-25 10:21:00;1;Falta de Informacion;TEXTIL, CALZADO Y MARROQUINERIA
13584;2019-09-25 10:23:15;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13585;2019-09-25 10:34:04;11;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13586;2019-09-25 10:41:02;7;Falta de Entrega del bien;TEXTIL, CALZADO Y MARROQUINERIA
13587;2019-09-25 10:59:25;7;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13588;2019-09-25 11:07:56;7;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13589;2019-09-25 11:13:03;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13590;2019-09-25 11:17:51;7;Falta de cumplimento garantia posventa;DEPORTES Y RECREACION
13591;2019-09-25 11:20:07;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13592;2019-09-25 11:20:43;14;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
13593;2019-09-25 11:32:08;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13594;2019-09-25 11:32:14;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13596;2019-09-25 11:45:46;7;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13597;2019-09-25 11:46:05;4;Falta de cumplimento garantia posventa;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
13598;2019-09-25 11:50:04;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13599;2019-09-25 11:55:51;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13600;2019-09-25 11:58:37;2;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13601;2019-09-25 12:00:51;1;Clausulas abusivas o no convenidas;RODADOS, AUTOMOTORES Y EMBARCACIONES
13602;2019-09-25 12:05:13;12;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13603;2019-09-25 12:05:14;6;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13605;2019-09-25 12:13:02;7;Falta de Entrega del bien;MUEBLES
13606;2019-09-25 12:25:45;13;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13607;2019-09-25 12:33:53;2;Incumplimiento del servicio;COMPRA POR INTERNET
13608;2019-09-25 12:51:32;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13609;2019-09-25 12:55:31;11;Falta de Entrega del bien;TELEFONIA Y REDES
13610;2019-09-25 13:00:03;2;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13611;2019-09-25 13:05:18;13;Clausulas abusivas o no convenidas;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13612;2019-09-25 13:09:58;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13613;2019-09-25 13:15:58;13;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13614;2019-09-25 13:20:45;14;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13615;2019-09-25 13:24:33;14;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13616;2019-09-25 13:31:09;2;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13617;2019-09-25 13:31:43;12;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13618;2019-09-25 13:37:30;15;Incumplimiento total de la prestacion del servicio  contratado;GRAFICAS E IMPRESIONES
13619;2019-09-25 13:41:16;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13620;2019-09-25 13:48:29;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13621;2019-09-25 13:55:02;13;Deficiente calidad en la prestacion del servicio;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13622;2019-09-25 14:07:21;7;Cobro de gastos de entrega no informados o convenidos;ALIMENTOS Y BEBIDAS
13623;2019-09-25 14:07:51;12;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13624;2019-09-25 14:12:54;15;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13627;2019-09-25 14:28:05;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13628;2019-09-25 14:29:14;15;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13629;2019-09-25 14:41:53;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13630;2019-09-25 14:45:48;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13631;2019-09-25 14:47:26;14;Producto no funciona;MUEBLES
13632;2019-09-25 14:54:13;4;Falta de Informacion;SERVICIOS DE COMUNICACIONES
13633;2019-09-25 15:07:19;3;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
13634;2019-09-26 08:40:57;6;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13635;2019-09-26 08:44:50;7;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13636;2019-09-26 08:55:35;1;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
13637;2019-09-26 08:56:57;1;Bloqueo de la tarjeta;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13639;2019-09-26 09:08:04;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13640;2019-09-26 09:10:30;13;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13641;2019-09-26 09:18:31;13;Producto no funciona;ELECTRONICA
13642;2019-09-26 09:19:48;13;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13643;2019-09-26 09:26:11;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13644;2019-09-26 09:26:23;14;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
13645;2019-09-26 09:38:37;2;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
13646;2019-09-26 09:50:24;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13648;2019-09-26 10:05:02;6;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13652;2019-09-26 10:39:23;14;Incumplimiento de Garantia de Servicios;SERVICIOS DE CONSTRUCCION PARA EL HOGAR Y COMERCIALIZACION DE INMUEBLES
13653;2019-09-26 10:41:11;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
13654;2019-09-26 10:47:26;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13655;2019-09-26 10:54:35;3;Clausulas abusivas o no convenidas;RODADOS, AUTOMOTORES Y EMBARCACIONES
13656;2019-09-26 11:16:06;2;Falta de Informacion;SERVICIOS PUBLICOS DOMICILIARIOS
13657;2019-09-26 11:21:32;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13658;2019-09-26 11:25:12;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
13660;2019-09-26 11:30:51;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
13661;2019-09-26 11:31:41;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
